saison,date,lieu,adversaire,buts_barca,buts_adversaire,resultat,tirs_barca,tirs_adversaire,tirs_cadres_barca,corners_barca,jaunes_barca,rouges_barca,arbitre
1213,2013-05-26,exterieur,Espanol,2,0,V,10,6,4,5,2,0,
1213,2013-06-01,domicile,Malaga,4,1,V,10,11,6,9,0,0,
1314,2013-08-18,domicile,Levante,7,0,V,22,4,13,9,1,0,
1314,2013-08-25,exterieur,Malaga,1,0,V,15,9,11,11,2,0,
1314,2013-09-01,exterieur,Valencia,3,2,V,20,16,9,7,3,0,
1314,2013-09-14,domicile,Sevilla,3,2,V,19,7,10,6,2,0,
1314,2013-09-21,exterieur,Vallecano,4,0,V,14,14,8,14,1,0,
1314,2013-09-24,domicile,Sociedad,4,1,V,23,9,9,6,0,0,
1314,2013-09-28,exterieur,Almeria,2,0,V,15,5,4,3,2,0,
1314,2013-10-05,domicile,Valladolid,4,1,V,21,7,8,7,0,0,
1314,2013-10-19,exterieur,Osasuna,0,0,N,12,4,3,5,2,0,
1314,2013-10-26,domicile,Real Madrid,2,1,V,12,10,5,4,2,0,
1314,2013-10-29,exterieur,Celta,3,0,V,20,12,8,7,1,0,
1314,2013-11-01,domicile,Espanol,1,0,V,19,8,5,9,1,0,
1314,2013-11-10,exterieur,Betis,4,1,V,11,16,8,0,2,0,
1314,2013-11-23,domicile,Granada,4,0,V,13,10,8,3,2,0,
1314,2013-12-01,exterieur,Ath Bilbao,0,1,D,11,15,2,5,4,0,
1314,2013-12-14,domicile,Villarreal,2,1,V,13,3,7,7,1,0,
1314,2013-12-22,exterieur,Getafe,5,2,V,15,12,7,1,3,0,
1314,2014-01-05,domicile,Elche,4,0,V,13,3,6,1,2,0,
1314,2014-01-11,exterieur,Ath Madrid,0,0,N,9,6,2,6,3,0,
1314,2014-01-19,exterieur,Levante,1,1,N,17,7,6,8,1,0,
1314,2014-01-26,domicile,Malaga,3,0,V,23,4,10,15,1,0,
1314,2014-02-01,domicile,Valencia,2,3,D,20,8,5,9,2,1,
1314,2014-02-09,exterieur,Sevilla,4,1,V,9,15,5,0,3,0,
1314,2014-02-15,domicile,Vallecano,6,0,V,21,9,10,12,0,0,
1314,2014-02-22,exterieur,Sociedad,1,3,D,12,15,3,13,3,0,
1314,2014-03-02,domicile,Almeria,4,1,V,29,6,11,13,1,0,
1314,2014-03-08,exterieur,Valladolid,0,1,D,13,7,6,3,1,0,
1314,2014-03-16,domicile,Osasuna,7,0,V,20,6,11,4,1,0,
1314,2014-03-23,exterieur,Real Madrid,4,3,V,18,13,6,5,2,0,
1314,2014-03-26,domicile,Celta,3,0,V,14,8,6,4,2,0,
1314,2014-03-29,exterieur,Espanol,1,0,V,20,8,8,11,2,0,
1314,2014-04-05,domicile,Betis,3,1,V,12,12,4,4,0,0,
1314,2014-04-12,exterieur,Granada,0,1,D,29,5,9,13,3,0,
1314,2014-04-20,domicile,Ath Bilbao,2,1,V,17,11,8,9,2,0,
1314,2014-04-27,exterieur,Villarreal,3,2,V,20,5,7,9,3,0,
1314,2014-05-03,domicile,Getafe,2,2,N,21,8,8,11,3,0,
1314,2014-05-11,exterieur,Elche,0,0,N,20,6,6,11,3,0,
1314,2014-05-17,domicile,Ath Madrid,1,1,N,11,12,4,4,5,0,
1415,2014-08-24,domicile,Elche,3,0,V,12,3,6,3,0,1,
1415,2014-08-31,exterieur,Villarreal,1,0,V,20,9,8,10,2,0,
1415,2014-09-13,domicile,Ath Bilbao,2,0,V,15,3,8,5,1,0,
1415,2014-09-21,exterieur,Levante,5,0,V,17,9,8,6,2,0,
1415,2014-09-24,exterieur,Malaga,0,0,N,10,6,0,8,2,0,
1415,2014-09-27,domicile,Granada,6,0,V,19,9,12,8,1,0,
1415,2014-10-04,exterieur,Vallecano,2,0,V,18,14,7,7,2,0,
1415,2014-10-18,domicile,Eibar,3,0,V,27,4,12,12,2,0,
1415,2014-10-25,exterieur,Real Madrid,1,3,D,16,18,5,9,4,0,
1415,2014-11-01,domicile,Celta,0,1,D,19,10,9,9,1,0,
1415,2014-11-08,exterieur,Almeria,2,1,V,18,6,6,5,0,0,
1415,2014-11-22,domicile,Sevilla,5,1,V,16,2,10,5,1,0,
1415,2014-11-30,exterieur,Valencia,1,0,V,7,12,1,5,3,0,
1415,2014-12-07,domicile,Espanol,5,1,V,15,3,7,5,0,0,
1415,2014-12-13,exterieur,Getafe,0,0,N,23,4,2,5,0,0,
1415,2014-12-20,domicile,Cordoba,5,0,V,16,7,9,8,1,0,
1415,2015-01-04,exterieur,Sociedad,0,1,D,17,6,4,8,4,0,
1415,2015-01-11,domicile,Ath Madrid,3,1,V,17,5,7,1,3,0,
1415,2015-01-18,exterieur,La Coruna,4,0,V,14,7,6,4,2,0,
1415,2015-01-24,exterieur,Elche,6,0,V,12,6,8,3,2,0,
1415,2015-02-01,domicile,Villarreal,3,2,V,19,9,7,8,1,0,
1415,2015-02-08,exterieur,Ath Bilbao,5,2,V,19,15,11,4,1,0,
1415,2015-02-15,domicile,Levante,5,0,V,18,5,10,3,1,0,
1415,2015-02-21,domicile,Malaga,0,1,D,11,11,5,11,4,0,
1415,2015-02-28,exterieur,Granada,3,1,V,16,10,9,5,3,0,
1415,2015-03-08,domicile,Vallecano,6,1,V,19,7,12,4,3,1,
1415,2015-03-14,exterieur,Eibar,2,0,V,12,13,4,3,0,0,
1415,2015-03-22,domicile,Real Madrid,2,1,V,17,13,5,7,5,0,
1415,2015-04-05,exterieur,Celta,1,0,V,12,7,3,3,2,0,
1415,2015-04-08,domicile,Almeria,4,0,V,19,6,12,14,1,0,
1415,2015-04-11,exterieur,Sevilla,2,2,N,17,11,7,4,2,0,
1415,2015-04-18,domicile,Valencia,2,0,V,11,11,5,6,4,0,
1415,2015-04-25,exterieur,Espanol,2,0,V,12,7,5,3,1,1,
1415,2015-04-28,domicile,Getafe,6,0,V,21,7,12,5,0,0,
1415,2015-05-02,exterieur,Cordoba,8,0,V,27,5,11,8,0,0,
1415,2015-05-09,domicile,Sociedad,2,0,V,15,5,8,10,1,0,
1415,2015-05-17,exterieur,Ath Madrid,1,0,V,15,10,5,5,3,0,
1415,2015-05-23,domicile,La Coruna,2,2,N,18,10,7,4,1,0,
1516,2015-08-23,exterieur,Ath Bilbao,1,0,V,10,8,4,4,3,0,
1516,2015-08-29,domicile,Malaga,1,0,V,22,4,13,15,0,0,
1516,2015-09-12,exterieur,Ath Madrid,2,1,V,13,11,5,10,1,0,
1516,2015-09-20,domicile,Levante,4,1,V,21,11,8,4,0,0,
1516,2015-09-23,exterieur,Celta,1,4,D,18,18,7,10,2,0,
1516,2015-09-26,domicile,Las Palmas,2,1,V,18,10,6,3,2,0,
1516,2015-10-03,exterieur,Sevilla,1,2,D,28,12,9,9,3,0,
1516,2015-10-17,domicile,Vallecano,5,2,V,14,22,9,7,1,0,
1516,2015-10-25,domicile,Eibar,3,1,V,14,7,5,6,3,1,
1516,2015-10-31,exterieur,Getafe,2,0,V,14,6,6,5,0,0,
1516,2015-11-08,domicile,Villarreal,3,0,V,20,5,9,7,5,0,
1516,2015-11-21,exterieur,Real Madrid,4,0,V,18,13,7,4,2,0,
1516,2015-11-28,domicile,Sociedad,4,0,V,11,10,6,6,0,0,
1516,2015-12-05,exterieur,Valencia,1,1,N,16,10,5,6,1,0,
1516,2015-12-12,domicile,La Coruna,2,2,N,17,13,7,6,0,0,
1516,2015-12-30,domicile,Betis,4,0,V,16,11,7,2,1,0,
1516,2016-01-02,exterieur,Espanol,0,0,N,10,4,2,10,3,0,
1516,2016-01-09,domicile,Granada,4,0,V,17,8,8,7,1,0,
1516,2016-01-17,domicile,Ath Bilbao,6,0,V,20,9,8,6,2,0,
1516,2016-01-23,exterieur,Malaga,2,1,V,12,15,6,3,3,0,
1516,2016-01-30,domicile,Ath Madrid,2,1,V,10,7,4,8,0,0,
1516,2016-02-07,exterieur,Levante,2,0,V,11,11,4,5,3,0,
1516,2016-02-14,domicile,Celta,6,1,V,19,10,11,1,0,0,
1516,2016-02-17,exterieur,Sp Gijon,3,1,V,17,6,8,4,1,0,
1516,2016-02-20,exterieur,Las Palmas,2,1,V,13,16,8,6,2,0,
1516,2016-02-28,domicile,Sevilla,2,1,V,17,11,8,6,3,0,
1516,2016-03-03,exterieur,Vallecano,5,1,V,20,8,8,5,2,0,
1516,2016-03-06,exterieur,Eibar,4,0,V,9,7,7,2,2,0,
1516,2016-03-12,domicile,Getafe,6,0,V,16,6,9,5,0,0,
1516,2016-03-20,exterieur,Villarreal,2,2,N,15,15,6,4,4,0,
1516,2016-04-02,domicile,Real Madrid,1,2,D,14,14,3,4,3,0,
1516,2016-04-09,exterieur,Sociedad,0,1,D,13,5,6,9,3,0,
1516,2016-04-17,domicile,Valencia,1,2,D,22,7,7,7,3,0,
1516,2016-04-20,exterieur,La Coruna,8,0,V,19,16,10,2,0,0,
1516,2016-04-23,domicile,Sp Gijon,6,0,V,24,5,10,6,0,0,
1516,2016-04-30,exterieur,Betis,2,0,V,11,2,4,4,3,0,
1516,2016-05-08,domicile,Espanol,5,0,V,13,4,7,8,2,0,
1516,2016-05-14,exterieur,Granada,3,0,V,12,8,10,6,2,0,
1617,2016-08-20,domicile,Betis,6,2,V,30,6,12,10,1,0,
1617,2016-08-28,exterieur,Ath Bilbao,1,0,V,12,9,3,4,4,0,
1617,2016-09-10,domicile,Alaves,1,2,D,16,5,2,13,1,0,
1617,2016-09-17,exterieur,Leganes,5,1,V,10,15,7,5,2,0,
1617,2016-09-21,domicile,Ath Madrid,1,1,N,19,9,7,8,2,0,
1617,2016-09-24,exterieur,Sp Gijon,5,0,V,13,10,7,3,0,0,
1617,2016-10-02,exterieur,Celta,3,4,D,13,14,4,6,3,0,
1617,2016-10-15,domicile,La Coruna,4,0,V,25,7,8,8,1,0,
1617,2016-10-22,exterieur,Valencia,3,2,V,15,7,8,1,4,0,
1617,2016-10-29,domicile,Granada,1,0,V,15,1,5,8,1,0,
1617,2016-11-06,exterieur,Sevilla,2,1,V,14,15,7,5,6,0,
1617,2016-11-19,domicile,Malaga,0,0,N,28,4,8,14,0,0,
1617,2016-11-27,exterieur,Sociedad,1,1,N,10,17,2,6,4,0,
1617,2016-12-03,domicile,Real Madrid,1,1,N,11,14,2,5,4,0,
1617,2016-12-10,exterieur,Osasuna,3,0,V,17,4,6,5,0,0,
1617,2016-12-18,domicile,Espanol,4,1,V,14,4,7,5,0,0,
1617,2017-01-08,exterieur,Villarreal,1,1,N,20,6,7,4,2,0,
1617,2017-01-14,domicile,Las Palmas,5,0,V,22,7,10,5,3,0,
1617,2017-01-22,exterieur,Eibar,4,0,V,14,14,7,5,1,0,
1617,2017-01-29,exterieur,Betis,1,1,N,10,17,4,2,3,0,
1617,2017-02-04,domicile,Ath Bilbao,3,0,V,16,10,6,7,1,0,
1617,2017-02-11,exterieur,Alaves,6,0,V,21,9,9,9,3,0,
1617,2017-02-19,domicile,Leganes,2,1,V,13,11,6,4,1,0,
1617,2017-02-26,exterieur,Ath Madrid,2,1,V,15,12,6,5,2,0,
1617,2017-03-01,domicile,Sp Gijon,6,1,V,25,5,9,10,1,0,
1617,2017-03-04,domicile,Celta,5,0,V,19,7,9,10,1,0,
1617,2017-03-12,exterieur,La Coruna,1,2,D,16,14,5,8,0,0,
1617,2017-03-19,domicile,Valencia,4,2,V,28,6,12,6,3,0,
1617,2017-04-02,exterieur,Granada,4,1,V,26,7,13,9,3,0,
1617,2017-04-05,domicile,Sevilla,3,0,V,15,7,7,4,4,0,
1617,2017-04-08,exterieur,Malaga,0,2,D,11,8,3,3,3,1,
1617,2017-04-15,domicile,Sociedad,3,2,V,16,14,9,5,3,0,
1617,2017-04-23,exterieur,Real Madrid,3,2,V,16,22,9,4,2,0,
1617,2017-04-26,domicile,Osasuna,7,1,V,19,3,9,10,0,0,
1617,2017-04-29,exterieur,Espanol,3,0,V,15,6,9,5,0,0,
1617,2017-05-06,domicile,Villarreal,4,1,V,20,8,8,4,2,0,
1617,2017-05-14,exterieur,Las Palmas,4,1,V,11,11,5,6,1,0,
1617,2017-05-21,domicile,Eibar,4,2,V,18,6,11,10,1,0,
1718,2017-08-20,domicile,Betis,2,0,V,15,3,2,8,2,0,
1718,2017-08-26,exterieur,Alaves,2,0,V,23,11,11,14,3,0,
1718,2017-09-09,domicile,Espanol,5,0,V,20,9,9,8,1,0,
1718,2017-09-16,exterieur,Getafe,2,1,V,7,13,5,4,4,0,
1718,2017-09-19,domicile,Eibar,6,1,V,11,13,10,7,0,0,
1718,2017-09-23,exterieur,Girona,3,0,V,9,13,5,3,0,0,
1718,2017-10-01,domicile,Las Palmas,3,0,V,22,10,10,8,5,0,
1718,2017-10-14,exterieur,Ath Madrid,1,1,N,15,5,7,1,2,0,
1718,2017-10-21,domicile,Malaga,2,0,V,12,13,4,4,1,0,
1718,2017-10-28,exterieur,Ath Bilbao,2,0,V,17,17,5,4,4,0,
1718,2017-11-04,domicile,Sevilla,2,1,V,18,8,6,3,1,0,
1718,2017-11-18,exterieur,Leganes,3,0,V,11,18,7,3,2,0,
1718,2017-11-26,exterieur,Valencia,1,1,N,12,8,8,9,0,0,
1718,2017-12-02,domicile,Celta,2,2,N,21,10,7,4,3,0,
1718,2017-12-10,exterieur,Villarreal,2,0,V,16,9,6,4,1,0,
1718,2017-12-17,domicile,La Coruna,4,0,V,23,10,11,6,0,0,
1718,2017-12-23,exterieur,Real Madrid,3,0,V,18,14,11,7,2,0,
1718,2018-01-07,domicile,Levante,3,0,V,16,9,8,3,0,0,
1718,2018-01-14,exterieur,Sociedad,4,2,V,11,15,5,3,2,0,
1718,2018-01-21,exterieur,Betis,5,0,V,14,7,10,2,2,0,
1718,2018-01-28,domicile,Alaves,2,1,V,18,7,12,8,0,0,
1718,2018-02-04,exterieur,Espanol,1,1,N,12,7,2,7,3,0,
1718,2018-02-11,domicile,Getafe,0,0,N,12,10,6,9,2,0,
1718,2018-02-17,exterieur,Eibar,2,0,V,10,13,6,0,1,0,
1718,2018-02-24,domicile,Girona,6,1,V,21,10,14,5,1,0,
1718,2018-03-01,exterieur,Las Palmas,1,1,N,10,12,4,6,3,0,
1718,2018-03-04,domicile,Ath Madrid,1,0,V,16,6,5,12,2,0,
1718,2018-03-10,exterieur,Malaga,2,0,V,20,6,9,5,1,0,
1718,2018-03-18,domicile,Ath Bilbao,2,0,V,18,10,9,6,2,0,
1718,2018-03-31,exterieur,Sevilla,2,2,N,20,21,9,9,0,0,
1718,2018-04-07,domicile,Leganes,3,1,V,12,11,6,5,2,0,
1718,2018-04-14,domicile,Valencia,2,1,V,12,17,7,6,2,0,
1718,2018-04-17,exterieur,Celta,2,2,N,14,18,6,4,0,1,
1718,2018-04-29,exterieur,La Coruna,4,2,V,21,17,9,7,1,0,
1718,2018-05-06,domicile,Real Madrid,2,2,N,11,17,4,6,3,1,
1718,2018-05-09,domicile,Villarreal,5,1,V,12,20,6,4,0,0,
1718,2018-05-13,exterieur,Levante,4,5,D,18,12,7,8,6,0,
1718,2018-05-20,domicile,Sociedad,1,0,V,12,13,4,3,3,0,
1819,2018-08-18,domicile,Alaves,3,0,V,25,3,9,7,0,0,
1819,2018-08-25,exterieur,Valladolid,1,0,V,10,7,5,10,1,0,
1819,2018-09-02,domicile,Huesca,8,2,V,31,7,15,9,1,0,
1819,2018-09-15,exterieur,Sociedad,2,1,V,12,8,6,6,1,0,
1819,2018-09-23,domicile,Girona,2,2,N,22,7,11,8,3,1,
1819,2018-09-26,exterieur,Leganes,1,2,D,9,10,5,5,2,0,
1819,2018-09-29,domicile,Ath Bilbao,1,1,N,20,8,8,4,3,0,
1819,2018-10-07,exterieur,Valencia,1,1,N,10,10,5,2,2,0,
1819,2018-10-20,domicile,Sevilla,4,2,V,23,19,9,5,0,0,
1819,2018-10-28,domicile,Real Madrid,5,1,V,13,15,8,4,2,0,
1819,2018-11-03,exterieur,Vallecano,3,2,V,9,11,5,1,2,0,
1819,2018-11-11,domicile,Betis,3,4,D,20,15,5,10,4,1,
1819,2018-11-24,exterieur,Ath Madrid,1,1,N,8,3,2,8,3,0,
1819,2018-12-02,domicile,Villarreal,2,0,V,16,12,7,11,2,0,
1819,2018-12-08,exterieur,Espanol,4,0,V,17,15,9,4,0,0,
1819,2018-12-16,exterieur,Levante,5,0,V,16,20,9,3,3,0,
1819,2018-12-22,domicile,Celta,2,0,V,9,11,5,4,0,0,
1819,2019-01-06,exterieur,Getafe,2,1,V,12,10,8,4,3,0,
1819,2019-01-13,domicile,Eibar,3,0,V,7,15,6,2,2,0,
1819,2019-01-20,domicile,Leganes,3,1,V,15,5,7,5,3,0,
1819,2019-01-27,exterieur,Girona,2,0,V,15,13,7,8,3,0,
1819,2019-02-02,domicile,Valencia,2,2,N,20,14,8,9,3,0,
1819,2019-02-10,exterieur,Ath Bilbao,0,0,N,10,13,2,4,2,0,
1819,2019-02-16,domicile,Valladolid,1,0,V,20,10,8,3,1,0,
1819,2019-02-23,exterieur,Sevilla,4,2,V,17,13,8,8,1,0,
1819,2019-03-02,exterieur,Real Madrid,1,0,V,10,17,4,6,2,0,
1819,2019-03-09,domicile,Vallecano,3,1,V,12,8,6,10,1,0,
1819,2019-03-17,exterieur,Betis,4,1,V,16,13,9,7,2,0,
1819,2019-03-30,domicile,Espanol,2,0,V,13,4,3,5,0,0,
1819,2019-04-02,exterieur,Villarreal,4,4,N,15,16,9,3,7,0,
1819,2019-04-06,domicile,Ath Madrid,2,0,V,21,9,10,5,3,0,
1819,2019-04-13,exterieur,Huesca,0,0,N,10,6,2,5,2,0,
1819,2019-04-20,domicile,Sociedad,2,1,V,11,9,4,4,0,0,
1819,2019-04-23,exterieur,Alaves,2,0,V,17,6,6,4,1,0,
1819,2019-04-27,domicile,Levante,1,0,V,23,7,12,6,4,0,
1819,2019-05-04,exterieur,Celta,0,2,D,8,14,1,1,5,0,
1819,2019-05-12,domicile,Getafe,2,0,V,13,11,8,4,1,0,
1819,2019-05-19,exterieur,Eibar,2,2,N,6,15,3,2,2,0,
1920,2019-08-16,exterieur,Ath Bilbao,0,1,D,11,11,2,8,1,0,
1920,2019-08-25,domicile,Betis,5,2,V,20,4,7,11,1,0,
1920,2019-08-31,exterieur,Osasuna,2,2,N,8,15,4,2,4,0,
1920,2019-09-14,domicile,Valencia,5,2,V,17,9,10,2,1,0,
1920,2019-09-21,exterieur,Granada,0,2,D,8,9,1,5,2,0,
1920,2019-09-24,domicile,Villarreal,2,1,V,8,11,4,6,4,0,
1920,2019-09-28,exterieur,Getafe,2,0,V,10,8,6,1,4,1,
1920,2019-10-06,domicile,Sevilla,4,0,V,15,16,8,7,5,2,
1920,2019-10-19,exterieur,Eibar,3,0,V,9,5,4,2,0,0,
1920,2019-10-29,domicile,Valladolid,5,1,V,18,9,9,6,0,0,
1920,2019-11-02,exterieur,Levante,1,3,D,9,9,6,3,6,0,
1920,2019-11-09,domicile,Celta,4,1,V,10,6,7,2,4,0,
1920,2019-11-23,exterieur,Leganes,2,1,V,11,9,6,6,2,0,
1920,2019-12-01,exterieur,Ath Madrid,1,0,V,13,17,5,5,4,0,
1920,2019-12-07,domicile,Mallorca,5,2,V,25,9,17,8,3,0,
1920,2019-12-14,exterieur,Sociedad,2,2,N,9,19,5,5,1,0,
1920,2019-12-18,domicile,Real Madrid,0,0,N,9,17,2,2,3,0,
1920,2019-12-21,domicile,Alaves,4,1,V,8,5,4,3,2,0,
1920,2020-01-04,exterieur,Espanol,2,2,N,14,8,7,5,2,1,
1920,2020-01-19,domicile,Granada,1,0,V,18,5,6,7,0,0,
1920,2020-01-25,exterieur,Valencia,0,2,D,14,8,5,0,3,0,
1920,2020-02-02,domicile,Levante,2,1,V,23,10,9,8,2,0,
1920,2020-02-09,exterieur,Betis,3,2,V,10,7,6,8,5,1,
1920,2020-02-15,domicile,Getafe,2,1,V,12,7,5,2,3,0,
1920,2020-02-22,domicile,Eibar,5,0,V,13,12,11,5,0,0,
1920,2020-03-01,exterieur,Real Madrid,0,2,D,9,13,4,2,2,0,
1920,2020-03-07,domicile,Sociedad,1,0,V,13,9,6,4,4,0,
1920,2020-06-13,exterieur,Mallorca,4,0,V,12,13,7,3,2,0,
1920,2020-06-16,domicile,Leganes,2,0,V,10,6,5,3,5,0,
1920,2020-06-19,exterieur,Sevilla,0,0,N,10,8,4,9,2,0,
1920,2020-06-23,domicile,Ath Bilbao,1,0,V,18,6,4,6,2,0,
1920,2020-06-27,exterieur,Celta,2,2,N,18,10,2,8,4,0,
1920,2020-06-30,domicile,Ath Madrid,2,2,N,12,10,5,3,3,0,
1920,2020-07-05,exterieur,Villarreal,4,1,V,18,11,12,6,0,0,
1920,2020-07-08,domicile,Espanol,1,0,V,9,11,2,6,0,1,
1920,2020-07-11,exterieur,Valladolid,1,0,V,9,13,6,5,2,0,
1920,2020-07-16,domicile,Osasuna,1,2,D,19,9,3,10,4,0,
1920,2020-07-19,exterieur,Alaves,5,0,V,16,8,8,1,0,0,
2021,2020-09-27,domicile,Villarreal,4,0,V,17,5,9,8,0,0,
2021,2020-10-01,exterieur,Celta,3,0,V,6,10,3,7,5,1,
2021,2020-10-04,domicile,Sevilla,1,1,N,12,13,5,6,1,0,
2021,2020-10-17,exterieur,Getafe,0,1,D,7,9,1,2,3,0,
2021,2020-10-24,domicile,Real Madrid,1,3,D,10,15,4,7,3,0,
2021,2020-10-31,exterieur,Alaves,1,1,N,25,4,9,14,3,0,
2021,2020-11-07,domicile,Betis,5,2,V,18,12,9,9,2,0,
2021,2020-11-21,exterieur,Ath Madrid,0,1,D,13,9,4,8,0,0,
2021,2020-11-29,domicile,Osasuna,4,0,V,20,10,11,5,1,0,
2021,2020-12-05,exterieur,Cadiz,1,2,D,21,7,8,13,2,0,
2021,2020-12-13,domicile,Levante,1,0,V,24,7,13,12,2,0,
2021,2020-12-16,domicile,Sociedad,2,1,V,14,12,4,2,3,0,
2021,2020-12-19,domicile,Valencia,2,2,N,25,12,9,8,4,0,
2021,2020-12-22,exterieur,Valladolid,3,0,V,21,12,10,5,2,0,
2021,2020-12-29,domicile,Eibar,1,1,N,16,9,5,5,0,0,
2021,2021-01-03,exterieur,Huesca,1,0,V,20,4,7,6,0,0,
2021,2021-01-06,exterieur,Ath Bilbao,3,2,V,13,8,9,4,1,0,
2021,2021-01-09,exterieur,Granada,4,0,V,13,8,4,1,3,0,
2021,2021-01-24,exterieur,Elche,2,0,V,15,4,8,7,2,0,
2021,2021-01-31,domicile,Ath Bilbao,2,1,V,12,7,6,7,2,0,
2021,2021-02-07,exterieur,Betis,3,2,V,12,8,4,5,3,0,
2021,2021-02-13,domicile,Alaves,5,1,V,17,6,9,5,0,0,
2021,2021-02-21,domicile,Cadiz,1,1,N,20,3,4,8,0,0,
2021,2021-02-24,domicile,Elche,3,0,V,9,6,5,6,0,0,
2021,2021-02-27,exterieur,Sevilla,2,0,V,9,4,5,3,2,0,
2021,2021-03-06,exterieur,Osasuna,2,0,V,13,10,6,4,2,0,
2021,2021-03-15,domicile,Huesca,4,1,V,12,8,5,7,0,0,
2021,2021-03-21,exterieur,Sociedad,6,1,V,14,10,10,1,2,0,
2021,2021-04-05,domicile,Valladolid,1,0,V,25,7,10,4,3,0,
2021,2021-04-10,exterieur,Real Madrid,1,2,D,18,14,4,6,4,0,
2021,2021-04-22,domicile,Getafe,5,2,V,9,5,6,3,2,0,
2021,2021-04-25,exterieur,Villarreal,2,1,V,15,10,5,1,3,0,
2021,2021-04-29,domicile,Granada,1,2,D,16,6,4,6,0,0,
2021,2021-05-02,exterieur,Valencia,3,2,V,14,9,7,1,1,0,
2021,2021-05-08,domicile,Ath Madrid,0,0,N,12,11,7,5,3,0,
2021,2021-05-11,exterieur,Levante,3,3,N,17,16,5,6,2,0,
2021,2021-05-16,domicile,Celta,1,2,D,20,4,4,7,3,1,
2021,2021-05-22,exterieur,Eibar,1,0,V,7,17,3,3,3,0,
2122,2021-08-15,domicile,Sociedad,4,2,V,13,11,8,5,2,0,
2122,2021-08-21,exterieur,Ath Bilbao,1,1,N,9,16,3,2,2,1,
2122,2021-08-29,domicile,Getafe,2,1,V,7,8,3,3,3,0,
2122,2021-09-20,domicile,Granada,1,1,N,17,5,6,12,3,0,
2122,2021-09-23,exterieur,Cadiz,0,0,N,6,13,2,5,4,1,
2122,2021-09-26,domicile,Levante,3,0,V,20,6,12,11,1,0,
2122,2021-10-02,exterieur,Ath Madrid,0,2,D,9,6,2,6,1,0,
2122,2021-10-17,domicile,Valencia,3,1,V,12,9,5,9,2,0,
2122,2021-10-24,domicile,Real Madrid,1,2,D,12,10,2,7,1,0,
2122,2021-10-27,exterieur,Vallecano,0,1,D,16,13,1,7,2,0,
2122,2021-10-30,domicile,Alaves,1,1,N,16,3,5,9,0,0,
2122,2021-11-06,exterieur,Celta,3,3,N,10,18,6,1,6,0,
2122,2021-11-20,domicile,Espanol,1,0,V,16,12,6,4,4,0,
2122,2021-11-27,exterieur,Villarreal,3,1,V,12,14,6,4,2,0,
2122,2021-12-04,domicile,Betis,0,1,D,12,8,3,6,1,0,
2122,2021-12-12,exterieur,Osasuna,2,2,N,10,8,2,5,4,0,
2122,2021-12-18,domicile,Elche,3,2,V,19,5,8,5,1,0,
2122,2021-12-21,exterieur,Sevilla,1,1,N,23,5,7,9,3,0,
2122,2022-01-02,exterieur,Mallorca,1,0,V,13,13,4,3,2,0,
2122,2022-01-08,exterieur,Granada,1,1,N,13,14,1,2,5,1,
2122,2022-01-23,exterieur,Alaves,1,0,V,10,6,4,10,0,0,
2122,2022-02-06,domicile,Ath Madrid,4,2,V,9,10,4,3,2,1,
2122,2022-02-13,exterieur,Espanol,2,2,N,12,10,4,5,4,1,
2122,2022-02-20,exterieur,Valencia,4,1,V,6,11,6,3,4,0,
2122,2022-02-27,domicile,Ath Bilbao,4,0,V,17,6,7,5,2,0,
2122,2022-03-06,exterieur,Elche,2,1,V,20,13,9,6,6,0,
2122,2022-03-13,domicile,Osasuna,4,0,V,24,4,9,5,0,0,
2122,2022-03-20,exterieur,Real Madrid,4,0,V,18,14,10,3,4,0,
2122,2022-04-03,domicile,Sevilla,1,0,V,19,8,6,9,3,0,
2122,2022-04-10,exterieur,Levante,3,2,V,14,11,7,3,1,0,
2122,2022-04-18,domicile,Cadiz,0,1,D,18,6,6,8,4,0,
2122,2022-04-21,exterieur,Sociedad,1,0,V,11,8,1,3,2,0,
2122,2022-04-24,domicile,Vallecano,0,1,D,18,3,5,9,4,0,
2122,2022-05-01,domicile,Mallorca,2,1,V,17,6,5,5,2,0,
2122,2022-05-07,exterieur,Betis,2,1,V,11,14,5,8,2,0,
2122,2022-05-10,domicile,Celta,3,1,V,10,13,4,2,3,0,
2122,2022-05-15,exterieur,Getafe,0,0,N,5,9,1,5,2,0,
2122,2022-05-22,domicile,Villarreal,0,2,D,14,4,3,12,3,0,
2223,2022-08-13,domicile,Vallecano,0,0,N,21,4,6,8,3,1,
2223,2022-08-21,exterieur,Sociedad,4,1,V,15,10,7,6,1,0,
2223,2022-08-28,domicile,Valladolid,4,0,V,24,8,9,14,0,0,
2223,2022-09-03,exterieur,Sevilla,3,0,V,18,9,7,4,4,0,
2223,2022-09-10,exterieur,Cadiz,4,0,V,16,6,8,6,2,0,
2223,2022-09-17,domicile,Elche,3,0,V,25,1,9,6,2,0,
2223,2022-10-01,exterieur,Mallorca,1,0,V,11,13,3,5,4,0,
2223,2022-10-09,domicile,Celta,1,0,V,13,14,5,6,2,0,
2223,2022-10-16,exterieur,Real Madrid,1,3,D,18,8,5,3,2,0,
2223,2022-10-20,domicile,Villarreal,3,0,V,16,5,5,8,0,0,
2223,2022-10-23,domicile,Ath Bilbao,4,0,V,10,5,7,1,2,0,
